weapon_name,upgrade_name,hint,cost,weaponVO,weaponVOresp,ammo_cost,create_vox,is_zcleansed,in_box,upgrade_in_box,is_limited,limit,upgrade_limit,content_restrict,wallbuy_autospawn,class,is_aat_exempt,is_wonder_weapon,force_attachments
tesla_gun,tesla_gun_upgraded,,10000,tesla,,,,,TRUE,FALSE,TRUE,1,,FALSE,TRUE,wonderweapon,TRUE,TRUE,
t8_tesla_dg1,t8_tesla_dg1_upgraded,,10000,dg1,,,,,FALSE,FALSE,TRUE,1,,FALSE,TRUE,wonderweapon,TRUE,TRUE,
thundergun,thundergun_upgraded,,5000,thundergun,,,,,TRUE,FALSE,TRUE,1,,FALSE,TRUE,wonderweapon,TRUE,TRUE,
scavenger,scavenger_up,,10000,ubersniper,,,,,TRUE,FALSE,TRUE,,,FALSE,TRUE,wonderweapon,TRUE,TRUE,
humangun,humangun_up,,10000,humangun,,,,,TRUE,FALSE,TRUE,,,FALSE,TRUE,wonderweapon,TRUE,TRUE,
shrink_ray,shrink_ray_upgraded,,10000,shrink_ray,,,,,TRUE,FALSE,TRUE,1,,FALSE,TRUE,wonderweapon,TRUE,TRUE,
microwavegundw,microwavegundw_upgraded,,10000,microwavegun,,,,,TRUE,FALSE,TRUE,,,FALSE,FALSE,smg,TRUE,,
microwavegun,microwavegun_upgraded,,10000,microwavegun,,,,,TRUE,FALSE,TRUE,,,FALSE,FALSE,wonderweapon,TRUE,TRUE,
staff_air,,,10000,staff,,,,,FALSE,FALSE,TRUE,,,FALSE,FALSE,wonderweapon,TRUE,TRUE,
staff_fire,,,10000,staff,,,,,FALSE,FALSE,TRUE,,,FALSE,FALSE,wonderweapon,TRUE,TRUE,
staff_lightning,,,10000,staff,,,,,FALSE,FALSE,TRUE,,,FALSE,FALSE,wonderweapon,TRUE,TRUE,
staff_water,,,10000,staff,,,,,FALSE,FALSE,TRUE,,,FALSE,FALSE,wonderweapon,TRUE,TRUE,
staff_air_upgraded,,,10000,staff,,,,,FALSE,FALSE,TRUE,,,FALSE,FALSE,wonderweapon,TRUE,TRUE,
staff_fire_upgraded,,,10000,staff,,,,,FALSE,FALSE,TRUE,,,FALSE,FALSE,wonderweapon,TRUE,TRUE,
staff_lightning_upgraded,,,10000,staff,,,,,FALSE,FALSE,TRUE,,,FALSE,FALSE,wonderweapon,TRUE,TRUE,
staff_water_upgraded,,,10000,staff,,,,,FALSE,FALSE,TRUE,,,FALSE,FALSE,wonderweapon,TRUE,TRUE,
elemental_bow,elemental_bow,,500,,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,mg,TRUE,,
elemental_bow_rune_prison,elemental_bow_rune_prison,,500,,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,mg,TRUE,,
elemental_bow_storm,elemental_bow_storm,,500,,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,mg,TRUE,,
elemental_bow_wolf_howl,elemental_bow_wolf_howl,,500,,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,mg,TRUE,,
elemental_bow_demongate,elemental_bow_demongate,,500,,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,mg,TRUE,,
hero_mirg2000,,,10000,,,,,,FALSE,FALSE,TRUE,2,,FALSE,TRUE,wonderweapon,TRUE,TRUE,
hero_mirg2000_upgraded,,,10000,,,,,,FALSE,FALSE,TRUE,2,,FALSE,TRUE,wonderweapon,TRUE,TRUE,
raygun_mark3,raygun_mark3_upgraded,,10000,ray3,,0,,,TRUE,FALSE,TRUE,1,,FALSE,FALSE,smg,TRUE,,
#GCP's DER RIESE,,,,,,,,,,,,,,,,,,,
zombie_ray_gun,zombie_ray_gun_upgraded,,10000,wpck_ray,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,TRUE,,
zombie_tesla_gun,zombie_tesla_gun_upgraded,,10000,tesla,,,,,TRUE,FALSE,TRUE,1,,FALSE,TRUE,wonderweapon,TRUE,TRUE,
zombie_colt,zombie_colt_upgraded,,50,crappy,,0,,,FALSE,FALSE,TRUE,0,,FALSE,FALSE,pistol,TRUE,,
zombie_sw_357,zombie_sw_357_upgraded,,100,wpck_357,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,TRUE,,
zombie_m1garand,zombie_m1garand_upgraded,,600,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,TRUE,,
zombie_kar98k,zombie_kar98k_upgraded,,200,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,TRUE,,
zombie_gewehr43,zombie_gewehr43_upgraded,,600,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,TRUE,,
zombie_m1carbine,zombie_m1carbine_upgraded,,600,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,TRUE,,
zombie_stg44,zombie_stg44_upgraded,,1200,mg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,TRUE,,
zombie_fg42,zombie_fg42_upgraded,,1500,mg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,TRUE,,
zombie_bar,zombie_bar_upgraded,,1800,wpck_bar,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,TRUE,,
zombie_mg42,zombie_mg42_upgraded,,3000,mg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,mg,TRUE,,
zombie_30cal,zombie_30cal_upgraded,,3000,mg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,mg,TRUE,,
zombie_thompson,zombie_thompson_upgraded,,1200,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,TRUE,,
zombie_mp40,zombie_mp40_upgraded,,1000,wpck_mp40,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,TRUE,,
zombie_ppsh,zombie_ppsh_upgraded,,2000,wpck_ppsh,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,mg,TRUE,,
zombie_type100_smg,zombie_type100_smg_upgraded,,1000,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,TRUE,,
zombie_doublebarrel,zombie_doublebarrel_upgraded,,1200,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,spread,TRUE,,
zombie_shotgun,zombie_shotgun_upgraded,,1500,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,spread,TRUE,,
m1garand_gl_zombie,m1garand_gl_zombie_upgraded,,1500,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,TRUE,,
m7_launcher_zombie,m7_launcher_zombie_upgraded,,1500,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,TRUE,,
ptrs41_zombie,ptrs41_zombie_upgraded,,750,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,TRUE,,
panzershreck_zombie,panzershreck_zombie_upgraded,,3000,wpck_panzer,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rocketlauncher,TRUE,,
